Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FieldmapKey01,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,IntendedForKey06,MultibandAccelerationFactor,NSliceTimes,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__77,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,77,1,2E-06,0.08,0.000510012,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,0,,1.0,j-,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__78,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,78,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__79,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,79,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_suffix-bold_task-movieTP,,,,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__80,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,80,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,,60,,1.0,j-,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__81,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,81,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,,,,,,,60,,1.0,j-,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__82,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,82,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__83,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,83,1,2E-06,0.08,0.000510012,,,90.0,,,,,,,,,0,,1.0,j-,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__84,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,84,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,60,,1.0,j-,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__85,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,85,1,2E-06,0.08,0.000510012,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,0,,1.0,j-,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__86,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,86,1,2E-06,0.08,0.000510012,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,0,,1.0,j-,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__87,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,87,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__88,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,88,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__89,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,89,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__90,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,90,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__91,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,91,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__92,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,92,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,,,,,,,,60,,1.0,j-,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__93,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,93,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__94,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,94,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j-,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__95,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,95,1,2.6E-06,0.0658,0.000720017,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,,,,,60,,1.0,i,6.61,0.0597614
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__96,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,96,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-rest,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__97,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,97,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__98,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,98,1,2E-06,0.08,0.000510012,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,,0,,1.0,j-,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__99,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,99,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__100,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,100,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__101,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,101,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,,,,,60,,1.0,j-,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__102,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,102,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__103,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,103,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,,,,,,,60,,1.0,j-,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__104,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,104,1,2E-06,0.08,0.000510012,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,0,,1.0,j-,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__105,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,105,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__106,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,106,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j-,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__107,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,107,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__108,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,108,1,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__109,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,109,1,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j-,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__1,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,1,435,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__2,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,2,353,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__3,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,3,292,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__4,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,4,249,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__5,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,5,172,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__6,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,6,96,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__7,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,7,70,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-rest,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__8,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,8,69,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__9,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,9,40,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__10,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,10,38,2.6E-06,0.0512,0.00049999,,,90.0,,,,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__11,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,11,32,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__12,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,12,22,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__13,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,13,20,2E-06,0.08,0.000510012,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,0,,1.0,j,7.03,0.045391
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__14,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,14,20,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-rest,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__15,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,15,20,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__16,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,16,19,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__17,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,17,17,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__18,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,18,12,2.6E-06,0.0512,0.000550001,,,90.0,,,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__19,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,19,11,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__20,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,20,11,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__21,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,21,10,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__22,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,22,8,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__23,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,23,8,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__24,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,24,7,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-rest,,,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__25,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,25,7,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,60,,1.0,j,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__26,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,26,6,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,1.0,j-,5.301,0.04565
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__27,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,27,6,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-rest,,,,,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__28,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,28,6,2.6E-06,0.0512,0.00049999,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,60,,1.0,j,5.301,0.0414992
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi__29,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_suffix-epi,29,6,2.6E-06,0.0512,0.000550001,,,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,1.0,j,5.301,0.04565
